Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-04 09:10:15	 590 	c1254 	589 	 229 	 01110100 	 116 	 3183800 	 136	 82	 94	 131	 32	 165	 
2019-05-04 09:10:23	 674 	c1254 	590 	 235 	 01111000 	 120 	 3270728 	 136	 82	 94	 132	 32	 165	 
2019-05-04 09:11:43	 334 	c1254 	591 	 244 	 11110100 	 244 	 4128776 	 137	 82	 94	 132	 32	 165	 
2019-05-04 09:11:49	  79 	c1254 	592 	 250 	 01111000 	 120 	 4190984 	 137	 82	 94	 133	 32	 165	 
2019-05-04 09:12:14	 667 	c1254 	593 	 4 	 10110100 	 180 	 4465568 	 137	 83	 94	 133	 32	 166	 
2019-05-04 09:12:21	 356 	c1254 	594 	 10 	 01111000 	 120 	 4538024 	 137	 83	 94	 134	 32	 166	 
2019-05-04 09:12:46	 223 	c1254 	595 	 20 	 01110100 	 116 	 4805864 	 137	 83	 95	 134	 32	 167	 
2019-05-04 09:12:52	1045 	c1254 	596 	 25 	 01111100 	 124 	 4878128 	 138	 83	 95	 134	 32	 167	 
2019-05-04 09:13:31	  68 	c1254 	597 	 32 	 01110100 	 116 	 5288744 	 138	 83	 96	 134	 32	 168	 
2019-05-04 09:13:35	 731 	c1254 	598 	 40 	 01111000 	 120 	 5337992 	 138	 83	 96	 135	 32	 168	 
2019-05-04 09:14:11	 938 	c1254 	599 	 50 	 01110100 	 116 	 5727440 	 138	 83	 97	 135	 32	 169	 
2019-05-04 09:14:16	 905 	c1254 	600 	 56 	 01111000 	 120 	 5780960 	 138	 83	 97	 136	 32	 169	 
2019-05-04 09:14:49	 555 	c1254 	601 	 66 	 01110100 	 116 	 6132872 	 138	 83	 98	 136	 32	 170	 
2019-05-04 09:14:53	 452 	c1254 	602 	 71 	 01111100 	 124 	 6174968 	 139	 83	 98	 136	 32	 170	 
2019-05-04 09:15:29	 365 	c1254 	603 	 77 	 11110100 	 244 	 6561560 	 140	 83	 98	 136	 32	 170	 
2019-05-04 09:15:33	1124 	c1254 	604 	 83 	 01111000 	 120 	 6611696 	 140	 83	 98	 137	 32	 170	 
2019-05-04 09:16:27	 756 	c1254 	605 	 91 	 01110100 	 116 	 7189304 	 140	 83	 99	 137	 32	 171	 
