Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2020-05-16 14:37:23	 271 	c1254 	3688 	 50 	 10110100 	 180 	 15243912 	 242	 84	 179	 132	 22	 178	 
2020-05-16 14:37:37	 640 	c1254 	3689 	 58 	 01111000 	 120 	 15401088 	 242	 84	 179	 133	 22	 178	 
2020-05-16 14:41:04	 570 	c1254 	3690 	 62 	 01010100 	 84 	 895400 	 243	 84	 179	 133	 22	 178	 
2020-05-16 14:41:42	 686 	c1254 	3691 	 68 	 10111000 	 184 	 1313624 	 243	 84	 179	 133	 23	 178	 
2020-05-16 14:46:06	 891 	c1254 	3692 	 72 	 10101000 	 168 	 4208336 	 244	 84	 179	 133	 23	 178	 
2020-05-16 14:46:09	 248 	c1254 	3693 	 76 	 10101000 	 168 	 4235096 	 245	 84	 179	 133	 23	 178	 
2020-05-16 14:46:10	  68 	c1254 	3694 	 80 	 10101000 	 168 	 4244336 	 246	 84	 179	 133	 23	 178	 
2020-05-16 14:46:12	 122 	c1254 	3695 	 84 	 10101000 	 168 	 4266752 	 247	 84	 179	 133	 23	 178	 
2020-05-16 16:17:35	 693 	c1254 	3699 	 94 	 10101000 	 168 	 14160320 	 248	 84	 179	 133	 23	 178	 
2020-05-16 16:17:36	1009 	c1254 	3700 	 98 	 10101000 	 168 	 14174360 	 249	 84	 179	 133	 23	 178	 
2020-05-16 16:23:26	 669 	c1254 	3701 	 102 	 10101000 	 168 	 1258312 	 250	 84	 179	 133	 23	 178	 
2020-05-16 16:23:30	 580 	c1254 	3702 	 106 	 10101000 	 168 	 1301656 	 251	 84	 179	 133	 23	 178	 
2020-05-16 16:23:31	 296 	c1254 	3703 	 110 	 10101000 	 168 	 1310008 	 252	 84	 179	 133	 23	 178	 
2020-05-16 16:23:56	 118 	c1254	7822 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2020-05-16 16:23:57	 271 	c1254	161 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2020-05-16 16:23:58	 268 	c1254	161 bytes to file.
